class_id,class_label,base_species_or_group,label_type,coverage_status,recommended_name,recommended_url,notes,expert_description_status,expert_visual_description,expert_description_source,source_page_verified_in_this_pass,expert_description_sections,description_notes,safe_use_note
937,Loggerhead Shrike,Loggerhead Shrike,species_label,likely_covered_species_page,Loggerhead Shrike,https://www.allaboutbirds.org/guide/Loggerhead_Shrike/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""thick body"", ""thick bill"", ""small hooked bill"", ""rounded body"", ""gray black mask"", ""black wings"", ""gray head"", ""wide black mask"", ""black bill"", ""white throat"", ""white wings"", ""white primaries""]",https://www.allaboutbirds.org/guide/Loggerhead_Shrike/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
938,Northern Shrike,Northern Shrike,species_label,likely_covered_species_page,Northern Shrike,https://www.allaboutbirds.org/guide/Northern_Shrike/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large body"", ""thick neck"", ""large rounded head"", ""thick hooked bill"", ""short wings"", ""long rounded tail"", ""gray black masks"", ""black wings"", ""black tail"", ""fine gray barring"", ""brownish faint mask""]",https://www.allaboutbirds.org/guide/Northern_Shrike/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
939,White-eyed Vireo,White-eyed Vireo,species_label,likely_covered_species_page,White-eyed Vireo,https://www.allaboutbirds.org/guide/White-eyed_Vireo/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""hooked bill"", ""compact body"", ""thick neck"", ""white eye"", ""yellow-washed side"", ""gray head"", ""white chest"", ""white throat"", ""white wingbars"", ""dark eye""]",https://www.allaboutbirds.org/guide/White-eyed_Vireo/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
940,Bell's Vireo,Bell's Vireo,species_label,likely_covered_species_page,Bell's Vireo,https://www.allaboutbirds.org/guide/Bells_Vireo/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""slim build"", ""slender body"", ""long tail"", ""grayish upperparts"", ""whitish underparts"", ""whitish eye"", ""pale wingbars""]",https://www.allaboutbirds.org/guide/Bells_Vireo/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
941,Yellow-throated Vireo,Yellow-throated Vireo,species_label,likely_covered_species_page,Yellow-throated Vireo,https://www.allaboutbirds.org/guide/Yellow-throated_Vireo/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small chunky body"", ""big head"", ""thick bill"", ""short tail"", ""olive-green head"", ""two white bars"", ""gray wings""]",https://www.allaboutbirds.org/guide/Yellow-throated_Vireo/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
942,Plumbeous Vireo,Plumbeous Vireo,species_label,likely_covered_species_page,Plumbeous Vireo,https://www.allaboutbirds.org/guide/Plumbeous_Vireo/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small sturdy body"", ""short hooked bill"", ""rich gray upperparts"", ""white underparts"", ""bold white spectacles"", ""grayish side""]",https://www.allaboutbirds.org/guide/Plumbeous_Vireo/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
943,Cassin's Vireo,Cassin's Vireo,species_label,likely_covered_species_page,Cassin's Vireo,https://www.allaboutbirds.org/guide/Cassins_Vireo/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small sturdy body"", ""short bill"", ""long wings"", ""long tail"", ""olive green upperparts"", ""grayish head"", ""prominent white eyering"", ""prominent white wingbars"", ""white underparts"", ""white side"", ""dark eye"", ""dark bill"", ""dark legs""]",https://www.allaboutbirds.org/guide/Cassins_Vireo/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
944,Blue-headed Vireo,Blue-headed Vireo,species_label,likely_covered_species_page,Blue-headed Vireo,https://www.allaboutbirds.org/guide/Blue-headed_Vireo/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""stocky small body"", ""medium-length tail"", ""hooked bill"", ""thick legs"", ""moss-green bluish-gray head"", ""crisp white underparts"", ""two white wingbars""]",https://www.allaboutbirds.org/guide/Blue-headed_Vireo/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
945,Hutton's Vireo,Hutton's Vireo,species_label,likely_covered_species_page,Hutton's Vireo,https://www.allaboutbirds.org/guide/Huttons_Vireo/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small large head"", ""short bill"", ""short wings"", ""moderately long tail"", ""grayish olive upperparts"", ""pale gray underparts"", ""two wingbars""]",https://www.allaboutbirds.org/guide/Huttons_Vireo/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
946,Warbling Vireo,Warbling Vireo,species_label,likely_covered_species_page,Warbling Vireo,https://www.allaboutbirds.org/guide/Warbling_Vireo/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small body"", ""chunky body"", ""thick straight hooked bill"", ""medium-sized body"", ""round head"", ""medium-length bill"", ""round tail"", ""grayish upperparts"", ""whitish underparts"", ""whitish side"", ""whitish vent plumage"", ""yellow plumage"", ""dark line"", ""white line"", ""dark eye"", ""gray upperparts""]",https://www.allaboutbirds.org/guide/Warbling_Vireo/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
947,Red-eyed Vireo,Red-eyed Vireo,species_label,likely_covered_species_page,Red-eyed Vireo,https://www.allaboutbirds.org/guide/Red-eyed_Vireo/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large chunky body"", ""thick neck"", ""long bill"", ""olive-green upperparts"", ""clean white underparts"", ""strong head"", ""gray crown"", ""white eyebrow"", ""gray stripe"", ""gray upperparts"", ""gray underparts"", ""blackish lines"", ""red eye""]",https://www.allaboutbirds.org/guide/Red-eyed_Vireo/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
948,Gray Jay,Gray Jay,species_label,covered_with_taxonomy_update,Canada Jay,https://www.allaboutbirds.org/guide/Canada_Jay/id,taxonomic/name update: AAB uses Canada Jay; formerly Gray Jay,found_raw_visual_sections_needs_normalization,"[""stocky body"", ""large body"", ""round head"", ""long tail"", ""broad rounded wings"", ""dark gray upperparts"", ""light gray underparts"", ""black back"", ""light gray head"", ""grayish black plumage""]",https://www.allaboutbirds.org/guide/Canada_Jay/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
949,Steller's Jay,Steller's Jay,species_label,likely_covered_species_page,Steller's Jay,https://www.allaboutbirds.org/guide/Stellers_Jay/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large head"", ""chunky body"", ""rounded wings"", ""long full tail"", ""prominent triangular crest"", ""dark plumage"", ""white underparts""]",https://www.allaboutbirds.org/guide/Stellers_Jay/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
950,Blue Jay,Blue Jay,species_label,likely_covered_species_page,Blue Jay,https://www.allaboutbirds.org/guide/Blue_Jay/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large crest"", ""broad rounded tail"", ""white light gray underparts"", ""various shades blue plumage"", ""black-and-white upperparts""]",https://www.allaboutbirds.org/guide/Blue_Jay/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
951,Florida Scrub-Jay,Florida Scrub-Jay,species_label,likely_covered_species_page,Florida Scrub-Jay,https://www.allaboutbirds.org/guide/Florida_Scrub-Jay/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large sturdy body"", ""long tail"", ""hefty legs"", ""big flat head"", ""heavy bill"", ""dull blue plumage"", ""whitish forehead"", ""pale gray back"", ""pale gray belly""]",https://www.allaboutbirds.org/guide/Florida_Scrub-Jay/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
952,Western Scrub-Jay,Western Scrub-Jay,species_label,needs_manual_mapping,California Scrub-Jay / Woodhouse's Scrub-Jay,,split/ambiguous: Western Scrub-Jay is not a single current AAB species page; map by geography/image metadata to California or Woodhouse's Scrub-Jay if possible,needs_manual_mapping_before_description_fetch,[],,no,,Class label likely maps to multiple current taxa or requires manual taxonomy decision before fetching description.,Store compact normalized visual traits + URL; avoid redistributing long raw webpage text.
953,Mexican Jay,Mexican Jay,species_label,likely_covered_species_page,Mexican Jay,https://www.allaboutbirds.org/guide/Mexican_Jay/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""long tail"", ""short neck"", ""pointed bill"", ""long strong legs"", ""long strong feet"", ""blue upperparts"", ""blue underparts"", ""brown-gray back"", ""dark eye"", ""dark bill""]",https://www.allaboutbirds.org/guide/Mexican_Jay/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
954,Clark's Nutcracker,Clark's Nutcracker,species_label,likely_covered_species_page,Clark's Nutcracker,https://www.allaboutbirds.org/guide/Clarks_Nutcracker/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""short tail"", ""short head"", ""straight sharp-tipped bill"", ""pale gray black wings"", ""black bill"", ""black legs"", ""black feet""]",https://www.allaboutbirds.org/guide/Clarks_Nutcracker/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
955,Black-billed Magpie,Black-billed Magpie,species_label,likely_covered_species_page,Black-billed Magpie,https://www.allaboutbirds.org/guide/Black-billed_Magpie/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""black-and-white plumage"", ""white patch"", ""two white stripes"", ""white back""]",https://www.allaboutbirds.org/guide/Black-billed_Magpie/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
956,Yellow-billed Magpie,Yellow-billed Magpie,species_label,likely_covered_species_page,Yellow-billed Magpie,https://www.allaboutbirds.org/guide/Yellow-billed_Magpie/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large heavy body"", ""large head"", ""long tail"", ""curved bill"", ""rounded body"", ""black-and-white iridescent blue wings"", ""bright yellow bill""]",https://www.allaboutbirds.org/guide/Yellow-billed_Magpie/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
957,American Crow,American Crow,species_label,likely_covered_species_page,American Crow,https://www.allaboutbirds.org/guide/American_Crow/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large long legs"", ""straight bill"", ""short tail""]",https://www.allaboutbirds.org/guide/American_Crow/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
958,Yellow-rumped Warbler (Breeding Audubon's),Yellow-rumped Warbler,variant_label,likely_covered_species_page,Yellow-rumped Warbler,https://www.allaboutbirds.org/guide/Yellow-rumped_Warbler/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""large body"", ""full body"", ""large head"", ""large bill"", ""long narrow tail"", ""smart gray plumage"", ""white wings"", ""yellow face"", ""yellow side"", ""yellow rump"", ""paler brown plumage"", ""bright yellow rump""]",https://www.allaboutbirds.org/guide/Yellow-rumped_Warbler/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
959,Purple Martin (Female/juvenile),Purple Martin,variant_label,likely_covered_species_page,Purple Martin,https://www.allaboutbirds.org/guide/Purple_Martin/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""large broad-chested body"", ""hooked bill"", ""short forked tail"", ""long tapered wings"", ""iridescent dark blue-purple plumage"", ""brown-black wings"", ""gray head"", ""gray chest"", ""gray belly""]",https://www.allaboutbirds.org/guide/Purple_Martin/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
960,American Robin (Juvenile),American Robin,variant_label,likely_covered_species_page,American Robin,https://www.allaboutbirds.org/guide/American_Robin/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_verified_compact_description_added,"[""round body"", ""gray-brown tones plumage"", ""round underparts"", ""round back"", ""round chest""]",https://www.allaboutbirds.org/guide/American_Robin/id,yes,Size & Shape; Color Pattern; photo captions,Compact paraphrased visual profile from All About Birds American Robin ID; variants use base species page and available age/sex/form cues.,Store compact normalized visual traits + URL; avoid redistributing long raw webpage text.
961,Phainopepla (Male),Phainopepla,variant_label,likely_covered_species_page,Phainopepla,https://www.allaboutbirds.org/guide/Phainopepla/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""slender body"", ""long tail"", ""distinct crest"", ""glossy black red eye"", ""large white patches"", ""black red wings"", ""mousy grayish-brown plumage"", ""red eye""]",https://www.allaboutbirds.org/guide/Phainopepla/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
962,Snow Bunting (Nonbreeding),Snow Bunting,variant_label,likely_covered_species_page,Snow Bunting,https://www.allaboutbirds.org/guide/Snow_Bunting/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""medium-sized body"", ""full body"", ""full bill"", ""black wingtips"", ""black-and-white tail"", ""sharp white bill"", ""black back"", ""whitish plumage"", ""brown streaky back"", ""dusky head"", ""white underparts"", ""rusty patches"", ""white crown"", ""white shoulder"", ""white back""]",https://www.allaboutbirds.org/guide/Snow_Bunting/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
963,Common Yellowthroat (Female/immature male),Common Yellowthroat,variant_label,likely_covered_species_page,Common Yellowthroat,https://www.allaboutbirds.org/guide/Common_Yellowthroat/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""small chunky body"", ""rounded head"", ""medium-length rounded tail"", ""bright yellow underparts"", ""sharp black face"", ""olive upperparts"", ""thin whitish line"", ""thin whitish neck"", ""traces full mask"", ""lack black mask""]",https://www.allaboutbirds.org/guide/Common_Yellowthroat/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
964,American Redstart (Female/juvenile),American Redstart,variant_label,likely_covered_species_page,American Redstart,https://www.allaboutbirds.org/guide/American_Redstart/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""medium-sized body"", ""flat bill"", ""flat tail"", ""black plumage"", ""bright orange patches"", ""bright orange wings"", ""bright orange tail"", ""yellow to yellow-orange plumage"", ""gray head"", ""gray underparts"", ""olive back"", ""olive wings"", ""dark-gray tail""]",https://www.allaboutbirds.org/guide/American_Redstart/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
965,Magnolia Warbler (Female/immature male),Magnolia Warbler,variant_label,likely_covered_species_page,Magnolia Warbler,https://www.allaboutbirds.org/guide/Magnolia_Warbler/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""small bill"", ""long narrow tail"", ""black mask"", ""black streaking"", ""gray black upperparts"", ""wide white wing"", ""gray black patch"", ""yellow throat"", ""yellow belly"", ""gray head"", ""white eyering"", ""faint gray band"", ""white neck"", ""narrow white wingbars"", ""white black tip""]",https://www.allaboutbirds.org/guide/Magnolia_Warbler/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
966,"Bay-breasted Warbler (Female, Nonbreeding male, Immature)",Bay-breasted Warbler,variant_label,likely_covered_species_page,Bay-breasted Warbler,https://www.allaboutbirds.org/guide/Bay-breasted_Warbler/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""small fine bill"", ""pointed bill"", ""long wings"", ""long tail"", ""grayish upperparts"", ""reddish-brown crown"", ""reddish-brown breast"", ""reddish-brown flank"", ""black face"", ""creamy buff underparts"", ""creamy buff rear"", ""creamy buff cheek"", ""yellow-green upperparts"", ""whitish underparts"", ""brown flank"", ""two strong white wingbars""]",https://www.allaboutbirds.org/guide/Bay-breasted_Warbler/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
967,Chestnut-sided Warbler (Female/immature male),Chestnut-sided Warbler,variant_label,likely_covered_species_page,Chestnut-sided Warbler,https://www.allaboutbirds.org/guide/Chestnut-sided_Warbler/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""slim body"", ""long tail"", ""crisp gray plumage"", ""white yellow crown"", ""black face"", ""rich chestnut flank"", ""bright lime-green upperparts"", ""white eyering"", ""two wingbars"", ""pale gray-and-white underparts""]",https://www.allaboutbirds.org/guide/Chestnut-sided_Warbler/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
968,Blackpoll Warbler (Female/juvenile),Blackpoll Warbler,variant_label,likely_covered_species_page,Blackpoll Warbler,https://www.allaboutbirds.org/guide/Blackpoll_Warbler/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""small short tail"", ""small thin bill"", ""black-and-white black cap"", ""white cheek"", ""white black stripe"", ""black cap"", ""two white wingbars"", ""orange-yellow legs"", ""greenish-yellow upperparts"", ""white underparts""]",https://www.allaboutbirds.org/guide/Blackpoll_Warbler/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
969,Black-throated Blue Warbler (Female/Immature male),Black-throated Blue Warbler,variant_label,likely_covered_species_page,Black-throated Blue Warbler,https://www.allaboutbirds.org/guide/Black-throated_Blue_Warbler/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""pointed bill"", ""large body"", ""plump body"", ""blue upperparts"", ""white underparts"", ""black throat"", ""black face"", ""black side"", ""plain grayish olive plumage"", ""small white square wing""]",https://www.allaboutbirds.org/guide/Black-throated_Blue_Warbler/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
970,Lark Bunting (Female/Nonbreeding male),Lark Bunting,variant_label,likely_covered_species_page,Lark Bunting,https://www.allaboutbirds.org/guide/Lark_Bunting/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""compact body"", ""unmistakable black plumage"", ""white wing"", ""brownish upperparts"", ""brownish underparts"", ""white upperwing feathers"", ""brownish coverts"", ""brownish tail feathers""]",https://www.allaboutbirds.org/guide/Lark_Bunting/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
971,White-throated Sparrow (Tan-striped/immature),White-throated Sparrow,variant_label,likely_covered_species_page,White-throated Sparrow,https://www.allaboutbirds.org/guide/White-throated_Sparrow/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""large full body"", ""prominent bill"", ""rounded head"", ""long legs"", ""long narrow tail"", ""brown upperparts"", ""gray underparts"", ""gray head"", ""black-and-white-striped head"", ""bright white throat"", ""bright white eye"", ""bright white bill""]",https://www.allaboutbirds.org/guide/White-throated_Sparrow/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
972,Harris's Sparrow (Immature),Harris's Sparrow,variant_label,likely_covered_species_page,Harris's Sparrow,https://www.allaboutbirds.org/guide/Harriss_Sparrow/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""large chunky body"", ""big barrel-shaped chest"", ""round head"", ""small body"", ""long tail"", ""long bill"", ""streaky brown black plumage"", ""black bib"", ""gray cheek"", ""gray nape"", ""pink bill"", ""white belly"", ""white back""]",https://www.allaboutbirds.org/guide/Harriss_Sparrow/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
973,White-crowned Sparrow (Immature),White-crowned Sparrow,variant_label,likely_covered_species_page,White-crowned Sparrow,https://www.allaboutbirds.org/guide/White-crowned_Sparrow/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""large small bill"", ""long tail"", ""white stripes"", ""pale pink yellow bill""]",https://www.allaboutbirds.org/guide/White-crowned_Sparrow/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
974,Golden-crowned Sparrow (Immature),Golden-crowned Sparrow,variant_label,likely_covered_species_page,Golden-crowned Sparrow,https://www.allaboutbirds.org/guide/Golden-crowned_Sparrow/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""large long tail"", ""small head"", ""seed-eating bill"", ""golden-crowned streaked brown upperparts"", ""smooth gray-brown underparts"", ""black crown"", ""bright-yellow forehead"", ""black head"", ""yellow crown""]",https://www.allaboutbirds.org/guide/Golden-crowned_Sparrow/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
975,Dark-eyed Junco (White-winged),Dark-eyed Junco,variant_label,likely_covered_species_page,Dark-eyed Junco,https://www.allaboutbirds.org/guide/Dark-eyed_Junco/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_verified_compact_description_added,"[""medium-sized body with pale bill"", ""gray body"", ""faint white wingbars"", ""faint white face""]",https://www.allaboutbirds.org/guide/Dark-eyed_Junco/id,yes,Size & Shape; Color Pattern; Regional Differences,Compact paraphrased visual profile from All About Birds Dark-eyed Junco ID; variants use base species page and available age/sex/form cues.,Store compact normalized visual traits + URL; avoid redistributing long raw webpage text.
976,Chipping Sparrow (Immature/nonbreeding adult),Chipping Sparrow,variant_label,likely_covered_species_page,Chipping Sparrow,https://www.allaboutbirds.org/guide/Chipping_Sparrow/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""slender body"", ""long tail"", ""medium-sized bill"", ""pale face"", ""black line"", ""pale eye"", ""bright rusty crown"", ""streaked upperparts"", ""black cap""]",https://www.allaboutbirds.org/guide/Chipping_Sparrow/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
977,Scarlet Tanager (Female/Nonbreeding Male),Scarlet Tanager,variant_label,likely_covered_species_page,Scarlet Tanager,https://www.allaboutbirds.org/guide/Scarlet_Tanager/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""medium-sized body"", ""stocky proportions"", ""thick rounded bill"", ""broad body"", ""brilliant red plumage"", ""black wings"", ""black tail"", ""olive wings"", ""olive tail""]",https://www.allaboutbirds.org/guide/Scarlet_Tanager/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
